,Partner,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
4153,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.3,595.05
1898,0,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,78.95,378.4
5617,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.75,44.2
161,1,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,82.4,1592.35
5580,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.95,1004.5
1323,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.65,1710.15
4804,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,118.6,7365.7
1938,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,20.9
3589,1,1,1,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),59.7,1825.5
3745,0,1,0,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.25,669
1629,1,1,0,DSL,Yes,Yes,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),70.95,4741.45
5839,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,533.05
4173,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,86.55,1066.9
1957,1,1,1,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,53.1,2459.8
3373,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.45,158.4
5470,1,1,0,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,0,Credit card (automatic),89.45,6435.25
6272,0,1,0,DSL,No,Yes,Yes,Yes,No,No,One year,1,Electronic check,61.0,3283.05
4787,1,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Mailed check,54.7,235.05
1068,1,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),99.05,4853.75
1331,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.15,25.15
854,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),20.5,1424.9
5660,0,1,1,DSL,No,Yes,No,No,Yes,Yes,One year,1,Mailed check,77.55,3471.1
981,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,808.95
2934,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.4,198.1
2666,0,1,0,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),79.5,5196.1
5068,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.9,1493.2
3037,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),20.35,707.5
4547,1,1,1,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,6487.2
3417,1,1,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),56.3,401.5
4919,1,0,2,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),39.15,2692.75
2721,0,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.25,793.55
4801,1,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),80.85,5824.75
5881,0,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),79.95,2727.3
4810,0,1,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.85,1424.95
2290,1,0,2,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),48.75,633.4
6301,0,1,1,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,54.9,3725.5
5090,1,1,1,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),94.7,673.1
5491,0,1,0,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,0,Bank transfer (automatic),65.35,1424.4
5972,0,1,1,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),55.0,757.1
2858,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.55,252.75
5214,1,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),73.55,145.4
159,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),25.7,251.6
5581,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,113.15,7856
3320,1,1,0,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),59.1,1011.05
3302,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,103.45,3066.45
6018,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.35,689.75
4826,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,829.55
192,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,1375.4
7031,1,1,1,DSL,Yes,Yes,No,No,No,No,One year,0,Credit card (automatic),60.0,3316.1
5487,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.15,682.15
1251,0,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,75.8,75.8
4142,0,1,0,DSL,Yes,Yes,No,Yes,No,No,One year,0,Credit card (automatic),60.5,3870
5374,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.75,799.65
6612,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.9,69.9
398,0,0,2,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,54.6,1803.7
6561,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,73.8,704.3
5801,1,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.55,2425.4
6110,1,1,0,DSL,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,59.8,1130.85
1228,1,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,100.85,4847.35
965,0,1,0,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),100.3,832.35
240,0,1,1,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.6,6350.5
4590,0,1,1,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),101.3,5779.6
6368,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.0,181.7
3911,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,49.4,874.8
176,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.45,1145.7
6122,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.55,280.85
1396,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),100.05,6254.2
2591,1,1,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.6,5611.7
6074,1,0,2,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,23.45,23.45
1210,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.0,1149.65
3960,0,1,0,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,57.55,161.45
925,1,1,0,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),76.3,2404.15
5142,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),104.55,6779.05
851,0,1,1,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Mailed check,85.15,4461.85
1089,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),74.75,1129.35
6139,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),20.2,50.6
869,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,26.4,121.25
1022,0,1,0,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,84.7,392.5
6521,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.1,428.45
6356,0,1,0,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Electronic check,98.9,1064.95
3881,1,1,1,DSL,Yes,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),65.15,4681.75
1102,1,1,0,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,56.15,168.15
2255,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,51.2,51.2
6313,0,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,95.85,197.7
3772,1,1,0,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.0,95
4424,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.75,24.75
4982,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),104.4,6405
3265,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.75,1974.8
2364,1,1,1,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,82.65,1185
2631,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.25,665.45
4983,1,0,2,DSL,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,39.3,1637.4
6329,0,1,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),104.4,4904.2
1034,1,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),81.85,5924.4
3715,0,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,78.5,874.2
2899,0,0,2,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),53.95,3888.65
2708,0,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.8,1308.1
3922,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.65,6079
189,1,1,1,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),56.6,2379.1
5329,1,0,2,DSL,No,No,No,No,Yes,No,Month-to-month,1,Bank transfer (automatic),34.0,853
4291,1,1,1,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),110.3,6997.3
6457,1,0,2,DSL,Yes,No,Yes,No,Yes,No,One year,0,Credit card (automatic),44.45,792.15
3696,1,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,49.15,270.8
2016,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,86.45,830.85
1982,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.95,268.4
4815,0,1,0,Fiber optic,No,No,No,No,No,No,One year,1,Bank transfer (automatic),70.45,2597.6
4320,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.85,1539.75
3159,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.85,335.75
1831,1,1,1,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,63.55,1381.8
1892,0,0,2,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),50.95,207.35
6649,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.85,138.85
5206,0,1,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),65.6,2313.8
3862,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.4,1782.05
3359,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.95,416.4
6317,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.15,79.15
5072,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.45,2184.85
5013,0,0,2,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),34.65,768.45
3024,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.4,184.1
2434,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.65,60.65
4240,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,94.0,773.65
5611,1,1,1,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.4,5749.8
828,1,1,0,Fiber optic,No,Yes,Yes,No,Yes,No,One year,0,Electronic check,90.95,5453.4
6022,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),18.9,347.65
140,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),88.05,6425.65
4092,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.25,20.25
5820,1,1,0,DSL,Yes,No,No,No,Yes,No,One year,1,Mailed check,59.8,3561.15
4854,1,0,2,DSL,No,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),46.4,812.4
3137,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),109.1,4454.25
535,0,1,1,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.55,1021.75
4768,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,1388.45
3466,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),25.1,1790.8
3962,1,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.55,646.85
152,1,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),108.15,7930.55
5041,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,417.5
2344,0,0,2,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Mailed check,39.7,692.35
7014,0,1,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,89.2,3645.75
322,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,44.8,44.8
5004,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.15,6953.4
5837,0,0,2,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,0,Electronic check,51.4,96.8
5232,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,40.25
2605,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.4,261.3
276,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.05,5624.85
3943,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,44.0,44
5873,0,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,1380.4
6277,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,33.2
1627,0,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,75.9,866.4
914,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.2,1798.9
585,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.7,85.7
6766,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.75,309.35
476,1,1,0,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,76.05,2747.2
4821,1,0,2,DSL,No,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),54.05,2959.8
3835,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,533.5
1160,1,1,0,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.1,2326.05
995,0,1,1,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,0,Credit card (automatic),85.3,2917.5
2640,0,1,0,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),94.95,2142.8
3332,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,46.3,46.3
4466,0,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.9,324.3
3435,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),71.3,157.75
6542,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,76.0,1130.85
4703,1,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,78.85,1772.25
59,0,1,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),107.5,7853.7
4751,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),23.15,245.2
1984,1,1,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),90.9,1259
4651,0,1,0,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,86.2,1270.2
342,1,1,1,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),67.45,4508.65
69,0,1,0,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,1,Mailed check,79.85,887.35
3652,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.25,25.25
2657,0,1,1,DSL,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,66.1,1912.15
5357,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.95,1258.15
3679,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.1,20.1
782,1,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),54.75,1510.3
1919,0,1,0,DSL,No,No,Yes,No,No,No,Month-to-month,0,Mailed check,50.9,50.9
5118,1,1,1,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Credit card (automatic),85.9,3729.75
625,1,1,0,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,95.15,2395.7
265,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Mailed check,88.1,5526.75
668,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,191.05
1777,0,1,1,DSL,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),54.9,1505.15
2169,1,1,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Mailed check,81.0,4985.9
2829,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,560.85
1960,1,1,1,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),88.6,2888.7
402,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.45,7007.6
2439,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.9,329.75
5070,0,1,0,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Electronic check,85.15,3030.6
3124,1,1,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),82.85,5776.45
1346,1,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,87.25,1258.6
5404,0,1,0,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),95.65,4664.2
4090,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,49.9,49.9
2765,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.15,931.75
2769,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.75,297.3
121,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.7,112.75
2991,1,1,0,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Electronic check,90.0,3371.75
717,0,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.65,2664.3
3534,0,1,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),105.2,4822.85
4068,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.5,272
1039,1,1,0,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.45,3013.05
6496,1,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,101.85,4086.3
900,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.5,27.55
1167,0,1,1,DSL,No,No,No,No,No,No,One year,1,Credit card (automatic),51.55,1295.4
1853,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.15,45.15
4277,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.95,109.5
796,0,1,1,Fiber optic,No,No,No,Yes,No,No,One year,0,Credit card (automatic),81.7,2548.65
2713,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.45,20.45
5792,0,1,0,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,96.3,1426.75
2409,1,0,2,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),60.0,1682.05
3205,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),117.6,8308.9
1516,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,92.6,1579.7
5830,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),25.35,723.3
2298,1,1,1,Fiber optic,No,No,Yes,No,No,No,Two year,1,Credit card (automatic),79.2,5420.65
3155,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.85,535.05
5366,1,1,0,DSL,Yes,No,No,No,Yes,No,Two year,1,Electronic check,59.75,3996.8
576,1,1,1,Fiber optic,Yes,No,Yes,No,Yes,No,One year,0,Bank transfer (automatic),98.05,3082.1
5262,0,1,1,DSL,Yes,No,No,Yes,No,Yes,One year,0,Bank transfer (automatic),68.7,4070.95
4,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.7,151.65
1861,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.95,45.95
2565,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.0,332.5
5109,1,1,0,DSL,Yes,Yes,Yes,Yes,No,No,Two year,0,Mailed check,65.85,4097.05
3749,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.85,196.75
2779,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.35,758.6
5380,0,1,0,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,80.25,144.55
4584,0,1,1,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),74.1,5031
5900,1,0,2,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),40.2,1448.8
4994,0,1,0,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.05,1740.7
3328,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.25,70.25
4807,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),116.15,3946.9
3431,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.05,2391.8
1979,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.0,886.4
5520,0,1,1,Fiber optic,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),84.25,4589.85
1866,1,1,1,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.4,6721.6
3923,0,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,80.85,80.85
2464,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,77.15,77.15
5556,0,1,0,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,79.8,973.45
1238,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.15,1529.2
5040,1,1,1,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,0,Mailed check,96.8,1826.7
1455,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Credit card (automatic),106.05,3834.4
2760,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.65,595.5
2628,0,1,0,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,83.4,83.4
1533,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Electronic check,75.35,1025.95
352,0,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.15,574.35
4441,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,20.25,835.5
5759,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.15,70.15
4022,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.85,163.2
2781,0,0,2,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,44.4,265.8
4646,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.7,70.7
