,Partner,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
6510,1,1,1,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,0,Mailed check,99.65,4630.2
3313,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.2,19.2
5981,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.2,746.05
5011,1,1,1,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,94.5,4156.8
5314,1,0,2,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),64.55,4504.9
3194,1,0,2,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),55.55,2342.2
6073,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,24.9,1595.5
2560,0,1,1,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,93.7,4154.8
3389,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.6,70.6
3969,1,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),69.95,69.95
5846,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,76.1,257.6
2504,0,1,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,75.7,189.2
395,0,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),90.05,5965.95
626,1,1,1,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,0,Electronic check,84.25,1968.1
4799,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),19.8,196.75
4004,1,1,1,DSL,Yes,Yes,Yes,Yes,No,No,Two year,1,Bank transfer (automatic),67.8,4804.65
950,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,85.15
763,1,1,1,DSL,Yes,No,Yes,Yes,No,No,Two year,0,Bank transfer (automatic),66.85,4758.8
3436,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,516.3
2744,1,1,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),99.0,4135
5488,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,1,Bank transfer (automatic),98.7,4525.8
1448,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,20.85,473.9
4046,0,1,1,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,50.15,2139.1
5506,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.2,20.2
646,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.7,45.7
4874,0,1,0,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),83.9,3233.6
6425,1,0,2,DSL,Yes,No,Yes,No,No,Yes,One year,0,Bank transfer (automatic),44.25,2276.1
4534,0,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),49.0,49
1887,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,72.65,1194.3
4875,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,117.45,5438.9
3808,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,54.7
6683,0,0,2,DSL,No,No,Yes,Yes,No,Yes,One year,0,Electronic check,44.15,1931.3
4154,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.9,469.8
2603,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Electronic check,114.9,8496.7
2546,0,1,0,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),76.15,1992.95
6379,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.7,788.8
2827,0,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,50.15,50.15
6217,1,1,0,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),81.45,4983.05
5480,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.4,45.4
5226,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,21.15,306.05
5666,1,0,2,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),53.15,1930.9
5139,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.95,1261.45
2291,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.65,321.65
4073,1,1,0,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,65.45,937.6
2832,1,1,1,DSL,No,Yes,No,Yes,Yes,No,One year,0,Credit card (automatic),70.75,2921.75
6509,1,0,2,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,25.05,25.05
4214,0,1,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,90.05,368.1
3273,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,68.25,2171.15
183,1,1,0,DSL,Yes,No,Yes,No,Yes,Yes,One year,0,Credit card (automatic),74.75,2453.3
3321,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.55,1714.95
4064,0,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Electronic check,50.15,50.15
4717,1,1,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,110.7,4428.6
1173,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.85,19.85
6209,0,0,2,DSL,No,No,No,No,No,No,One year,1,Mailed check,24.85,788.05
5811,1,1,1,DSL,No,Yes,Yes,No,Yes,Yes,Two year,0,Bank transfer (automatic),80.9,4932.5
6535,0,1,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),102.35,3626.1
5662,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.25,70.25
5739,1,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),102.9,6989.7
1716,0,1,0,DSL,No,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),54.75,438.05
6208,1,1,1,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),80.8,4860.85
1182,0,0,2,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,53.75,3196
2134,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.15,20.15
2537,0,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),113.4,8164.1
397,0,1,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),73.95,2524.45
1295,1,1,1,DSL,Yes,No,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),80.6,5460.2
3667,1,1,0,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,1,Electronic check,96.55,2263.45
3978,0,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,90.7,237.65
3464,1,1,0,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),83.85,2674.15
1635,0,1,0,DSL,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,69.95,220.45
3101,0,1,1,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.8,4526.85
4094,0,1,0,Fiber optic,No,No,No,Yes,No,No,Month-to-month,0,Electronic check,74.0,74
1293,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),111.2,7530.8
5848,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),103.95,7517.7
3753,0,0,2,DSL,No,No,No,Yes,No,No,Month-to-month,0,Mailed check,29.15,29.15
6735,1,1,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),87.25,6328.7
903,1,1,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Credit card (automatic),105.6,6068.65
3754,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,20.05
572,0,1,0,DSL,No,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),64.9,697.25
7040,1,0,2,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,29.6,346.45
4553,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),115.8,8424.9
6245,1,1,1,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,80.1,4693.2
3372,0,1,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),104.9,5913.95
2314,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),93.25,6688.95
6685,1,1,0,DSL,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),50.25,2221.55
6719,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.75,1864.2
5639,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.65,109.3
6694,1,1,1,DSL,Yes,Yes,No,Yes,No,Yes,Two year,1,Credit card (automatic),76.15,645.8
1879,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.05,70.05
4460,1,1,0,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,78.2,1468.75
4712,1,1,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,108.25,5431.4
2747,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.4,168.65
4342,0,1,1,DSL,Yes,No,Yes,No,No,No,Two year,0,Bank transfer (automatic),59.85,3103.25
3276,0,1,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.15,317.25
6936,1,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.15,385
6463,1,1,1,DSL,Yes,No,No,Yes,No,Yes,One year,1,Mailed check,69.1,4096.9
2172,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),43.95,43.95
3443,1,1,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),98.15,4116.8
5919,0,1,0,DSL,Yes,No,Yes,No,No,Yes,Two year,0,Bank transfer (automatic),65.55,4361.55
6207,0,1,0,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,0,Electronic check,85.0,3969.4
4478,0,1,0,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,54.2,140.4
3531,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.35,295.55
6846,0,1,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,79.55,79.55
3120,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.95,1718.35
3959,0,1,0,DSL,No,No,Yes,No,No,Yes,One year,1,Bank transfer (automatic),61.35,3645.5
1942,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.2,908.15
1325,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.25,69.25
1129,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),86.05,3865.6
2516,0,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,96.4,1581.2
1532,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.6,300.4
6327,0,1,0,Fiber optic,No,Yes,No,Yes,Yes,No,One year,1,Bank transfer (automatic),91.25,2483.65
4833,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.75,806.95
2463,1,1,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.65,659.45
2500,1,1,0,DSL,Yes,No,No,Yes,Yes,Yes,One year,0,Electronic check,75.5,4025.6
5496,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.25,1077.95
3884,1,1,1,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,88.85,1594.75
6664,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),104.8,3886.45
1413,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,0,Credit card (automatic),94.55,6078.75
3277,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.0,218.55
3142,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.8,19.8
6730,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,332.65
2269,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.9,70.9
4486,0,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,89.2,5500.6
3755,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.05,318.9
2594,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),107.65,7082.85
1507,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,1008.7
2543,0,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,98.15,1230.25
1324,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,76.35
4795,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.8,1021.8
1237,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.45,270.2
2241,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.95,1468.9
5681,1,1,0,DSL,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),64.2,2106.3
4785,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,80.65,1451.9
1634,1,0,2,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,59.0,3707.6
5379,1,1,1,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,98.0,5270.6
2794,0,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,56.05,1522.65
123,1,1,0,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,50.7,350.35
2639,0,1,1,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,54.45,1127.35
4764,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.15,98.5
1801,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,69.7,1490.4
3107,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),113.65,8182.75
2715,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.25,996.45
6065,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.0,1510.5
4608,0,1,1,DSL,No,No,Yes,No,Yes,Yes,Two year,1,Bank transfer (automatic),77.8,4323.35
4333,1,1,1,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),90.55,2929.75
5005,1,1,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),104.7,4134.85
6299,0,1,1,DSL,No,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),80.95,4233.95
767,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.4,275.7
1414,0,1,1,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Electronic check,95.5,3418.2
6361,0,1,0,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),62.8,418.3
2433,0,0,2,DSL,Yes,No,Yes,Yes,No,Yes,One year,0,Mailed check,50.8,463.6
5326,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.0,288.05
1750,0,1,0,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),89.7,4304.5
3342,0,0,2,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),62.05,2511.55
4891,1,1,1,DSL,No,No,Yes,No,Yes,No,Month-to-month,0,Electronic check,65.6,250.1
6993,1,1,1,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,88.05,4367.35
6622,0,1,1,DSL,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),62.05,118.3
5196,0,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),108.1,7238.6
4525,0,1,0,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),93.4,2979.3
6756,1,1,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),89.75,1938.9
1878,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.75,67.1
2619,0,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.45,3655.45
2143,1,1,1,DSL,No,No,Yes,No,Yes,Yes,Two year,0,Electronic check,74.85,2181.75
800,1,1,1,Fiber optic,No,No,No,No,No,No,Two year,1,Credit card (automatic),75.65,5411.4
6970,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.35,265.35
5975,1,1,0,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,89.75,608.8
627,1,1,1,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,0,Credit card (automatic),104.6,6819.45
4599,1,1,0,DSL,No,No,Yes,No,No,No,One year,1,Bank transfer (automatic),50.95,2610.65
6384,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.1,184.4
1621,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.45,3029.1
1787,1,1,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),105.2,4599.15
2211,1,1,1,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Mailed check,104.4,5232.9
1895,0,1,1,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),86.5,5882.75
792,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.85,146.6
7,0,0,2,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,29.75,301.9
2419,0,1,0,DSL,No,No,Yes,Yes,No,No,One year,0,Bank transfer (automatic),53.8,651.55
6827,1,1,0,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),79.05,4663.4
2281,0,1,1,DSL,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),65.2,1043.35
2965,0,1,1,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),80.0,4242.35
6320,1,1,0,DSL,No,No,Yes,Yes,Yes,No,One year,1,Electronic check,64.5,1985.15
417,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.8,1024.7
743,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,24.1,1551.6
2132,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.65,436.9
5319,1,1,1,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Mailed check,109.75,8075.35
4596,0,1,1,Fiber optic,No,No,Yes,No,Yes,No,One year,1,Credit card (automatic),89.6,1633
3599,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,0,Mailed check,81.3,3541.1
1914,0,1,1,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,64.6,174.2
5274,1,1,1,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),108.1,7181.95
5447,0,1,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.75,148.05
826,1,1,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.6,644.35
6403,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),116.6,8337.45
116,0,0,2,DSL,Yes,No,No,No,No,No,Two year,0,Bank transfer (automatic),31.05,1126.35
1486,0,1,0,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Credit card (automatic),55.05,102.75
1909,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.65,150
3221,0,0,2,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,29.75,96.85
6861,1,1,1,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,1,Electronic check,91.65,1301
4677,1,1,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.85,990.9
6315,1,1,0,DSL,Yes,Yes,Yes,No,No,Yes,Two year,1,Credit card (automatic),70.1,3238.4
3805,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.65,71.65
1027,0,1,1,Fiber optic,Yes,No,Yes,No,Yes,No,One year,0,Credit card (automatic),94.9,4615.25
593,0,1,0,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),84.3,2438.6
6254,1,1,0,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Electronic check,97.2,5611.75
6492,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,483.15
2027,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,456.85
3987,0,1,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,76.5,837.95
1111,0,1,0,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),94.4,387.2
3832,1,1,1,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),78.65,3950.85
2513,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.2,1054.75
1802,1,0,2,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Mailed check,38.55,280
1513,0,0,2,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.8,25.8
127,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),23.55,1723.95
4699,1,1,1,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),106.65,5174.35
6734,0,1,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),50.25,593.75
2442,0,1,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.8,546.95
403,1,1,0,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),55.9,3848.8
150,1,1,0,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,68.55,564.35
6919,0,1,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),89.4,4869.5
5542,1,1,1,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),86.15,5883.85
5734,1,1,1,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Mailed check,89.4,6376.55
2449,1,1,0,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),59.65,683.25
2447,0,1,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,74.9,490.55
62,1,0,2,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),42.1,2962
2549,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,33.7
4198,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,23.05,1255.1
3114,0,1,0,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),75.15,392.65
3563,0,1,1,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Credit card (automatic),90.5,2595.85
5063,0,1,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,82.35,1852.85
6232,0,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,514
1581,0,0,2,DSL,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,36.0,780.15
3638,1,1,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),50.15,115.1
4716,1,1,1,DSL,Yes,Yes,Yes,No,No,No,Two year,0,Bank transfer (automatic),66.9,4370.25
3596,0,1,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,55.35,165.2
3290,0,0,2,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Mailed check,35.0,135.75
2158,1,1,1,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,84.5,4845.4
4339,1,1,1,DSL,No,No,Yes,Yes,No,Yes,One year,0,Credit card (automatic),69.0,2669.45
3682,0,1,0,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.1,69.1
222,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,20.2,20.2
6828,1,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.05,201.7
5915,0,1,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.1,1268.85
120,1,1,1,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Credit card (automatic),99.8,5515.45
5790,1,0,2,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.85,2036.55
2385,0,0,2,DSL,No,Yes,No,No,No,No,Month-to-month,0,Mailed check,29.65,90.05
3139,0,0,2,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),29.85,75.6
